smiles,minimizedAffinity
COC(=O)c1cncc(/C=C/c2c(C)cc(O)cc2C)c1,-7.76895094
[CH2].[CH3].[C].[O][C]Nc1n[nH]c2cc(-c3cc(F)ccc3F)ccc12,-10.4358044
[CH2].[CH3].[C]n1c(-c2nonc2N)nc2cnccc21,-4.53133678
COc1cc[c]cc1Nc1nccc(N(C)c2ccc3c(C)n[nH]c3c2)n1.O=S=O.[CH2]C,-4.79097891
CN(c1ccc(NC(=O)Nc2c(Cl)cccc2Cl)cc1)c1ccnc(Nc2cccc(C[S@SP](C)(=O)=O)c2)n1,5.22600603
[CH2].[CH3].[C]C(=O)NC1=N[CH]N=C2OC(c3ccc(C)cc3)=C[C]12,-8.90695572
COc1ccc([S@SP]([O])=O)cc1Nc1ncc(-c2ccccc2)o1.[CH2]C.[CH2]C.[N],-7.09068251
COc1cc2ncnc(Nc3ccc(C)c(O)c3)c2cc1OC,-7.40298796
COc1cc[c]cc1Nc1ncc(-c2cccc(F)c2)o1.[CH2]C.[O].[O].[S],-6.84232569
COc1cccc(-n2nc(C)c3c2[N]C=N[C]3N/N=C(\C)c2ccncc2)c1,-4.38443613
N[S@SP](=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(-c4cnco4)cc32)cc1,-8.76574421
COc1cc2ncn(-c3cc(OCc4cccs4)c(C(N)=O)s3)c2cc1OC,-6.76402712
[CH2].[CH2]N1C(=S)[N]C(c2ccncc2)=C1c1ccc(F)cc1,-3.16289043
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,-6.5971055
COc1cc(Nc2nccc(-c3cnn4c3C=CC(=O)[N]4)n2)cc(C(F)(F)F)c1.[CH2]C,-5.58075333
[CH2].[CH2].[CH2].[CH2]C.[H]/[C]=C(/[CH2])c1ccc(NC2=N[C](Nc3ccccc3C(N)=O)c3cc[nH]c3[N]2)c(C)c1.[N],-1.95072138
N[S@SP](=O)(=O)c1ccc(-c2cc3ccncc3cc2OCc2ccccc2)cc1,-2.55880594
[CH2].[CH2].[CH2].[CH2][N]C.[CH].[O][C]Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Br)cc12,2.83452559
Nc1nonc1-c1nc2cnccc2n1-c1cc[c]cc1.[CH2]N,-3.85382771
COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(F)c(F)c3)n2)cc1,6.02903652
FC(F)(F)c1[c]ccc(Nc2nccc(-c3cnn4ncccc34)n2)c1.[CH2].[CH2].[CH2].[CH2][N].[CH3].[N],-4.19862366
[CH2][CH]c1ccc2ccccc2c1.[C].[C].[H]/N=[C]\C.[O].[O][C]Nc1ccc2[nH]ncc2c1,12.4700165
C[CH]c1ccccc1C(F)(F)F.[CH2].[CH2].[CH2].[CH2].[CH2]Oc1ccc2ncn(-c3c[c]c(C(N)=O)s3)c2c1.[CH3].[CH].[N].[O],-2.98333454
N[S@SP](=O)(=O)c1cccc(Nc2cc(-c3ccc(F)cc3)n[nH]2)c1,-8.4366169
[CH2].[CH2].[CH2][N][CH2].[CH2][S]=O.[CH]/C=C(\[O])c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2c1.[C],-3.50679588
[CH2].[CH2].[CH2][S@SP](C)(=O)=O.[CH]/C=C(\[O])c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(C(F)(F)F)c3)c2c1.[C].[NH],-4.72555017
[CH2].[CH2].[CH2].[CH2].[CH2]C.[CH].[C].[NH]c1n[nH]c2nnc(-c3cccc(F)c3F)cc12.[N].[O],-6.18432617
O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(Cl)c(C(=O)O)c1,-2.95593596
N[S@SP](=O)(=O)c1ccc(Nc2cc(-c3ccc(O)c(F)c3)n[nH]2)cc1,-8.31757832
COc1ccc(Nc2ncc(-c3ccccc3)o2)cc1OC,-5.87063026
COC(=O)Nc1nc2ccc(Sc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1,-0.684411049
C#Cc1cccc(N[C]2N=C[N]c3ccc(OCCCCNCC[S@SP](C)(=O)=O)cc32)c1,-8.87681103
NC(=O)c1cc(-c2ccc(F)cc2)cc(-c2ccncc2)c1N,-6.21469212
Nc1nccc(-c2c(-c3ccc(F)cc3)nn3cc(C(F)(F)F)ccc23)n1,-0.454069972
COC(=O)Nc1nc2cc(Oc3cccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)c3)ccc2[nH]1,1.40895164
CN(C)c1ccc(C(=O)Nc2cccc(Oc3c[c]c([N][C]c4nonc4N)cn3)c2)cc1.[CH2]C.[N],4.49459982
[CH2].[CH2].[CH2].[CH2][O].[N]CCOc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,-5.17725325
Cc1nn(C)c2cc(N(C)c3ccnc(Nc4cccc([S@SP](N)(=O)=O)c4)n3)ccc12,-4.90429878
C[S@SP](=O)(=O)CC[N].[CH2].[CH2].[CH2]C.[C]O/C(=C\[CH])c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,9.64901829
COC(=O)Nc1nc2ccc([S@SP](=O)(=O)c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1,14.2795401
[CH2].[CH2].[CH2].[C]C(=C)[C]([C][N])C(=S)NC(=O)c1ccccc1F,-7.04546976
[CH2].[CH2].[CH2]N(C)C.[N]=C([N]c1[c]ccnc1)c1nonc1N,-6.24628448
COc1cccc(-n2ncc3c2[N]C=N[C]3N/N=C/c2cccc(F)c2)c1,-6.49954367
[CH2].[CH2]Oc1[c]ccc(Nc2nccc(-c3c(-c4ccc(F)cc4)nn4ncccc34)n2)c1.[O],2.42396379
C[CH]C.[c]1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,-6.45257664
[N][C]c1cccc(Nc2ncc(-c3ccccc3)o2)c1,-7.77382183
[CH2].[CH2].[CH2][S@SP](C)(=O)=O.[C][CH]/C=C(\[O])c1ccc2ncnc(Nc3ccc(OCc4ccccc4)c(Br)c3)c2c1.[NH],1.79379237
COc1cccc(-c2c[nH]c3c2[N]C=N[C]3N/N=C/c2ccncc2)c1,-5.59139776
[N][C]c1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,-3.68430662
C[CH]C.[c]1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,-5.86547995
c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,-8.23008537
C[CH]C.[C]/C=C1/NC(=O)C(=N/Nc2ccc([S@SP](N)(=O)=O)cc2)/C1=C/[CH],-7.89091587
COC(=O)c1ccc2c(c1)/C(=C/c1cc(Br)c(O)c(Br)c1)C(=O)N2,-8.93833447
[CH2].[CH3].[C]C(=O)Nc1n[nH]c2nc(-c3ccc(OC)cc3)ccc12,-8.39740753
COc1cccc(-c2cnc(Nc3c[c]ccc3OC)o2)c1.O=S.[CH2]C.[O],-6.72613049
N[S@SP](=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,-4.3169117
NC(=O)c1ccc2c(C3=C[CH]N=C(NCCCO)[N]3)c(-c3ccc(F)cc3)nn2c1,3.97073221
[CH2].[CH2].[CH2].[CH2]CCn1cnc(-c2ccc(F)cc2)c1-c1ccnc(N)n1.[CH2][O].[N],-3.97310066
[CH2]c1ccccc1.[O]c1ccc(N[C]2N=C[N]c3ccc(-c4ccco4)cc32)cc1,-8.55338383
C=NC.[CH2].[CH2].[CH2].[CH2].[CH]/C=C(\[O])c1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1.[C].[N],1.93138909
[CH2]Oc1[c]ccc(-c2[nH]c(-c3ccc(C(N)=O)cc3)nc2-c2ccccn2)c1.[O],0.0431134701
Cc1cc(Cl)cc2c1NC(=O)/C2=N\Nc1ccc([S@SP](N)(=O)=O)cc1,-8.88239193
O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cccc(O)c1,-5.73893023
Cc1cccc(Nc2ncc(-c3ccccc3)o2)c1,-7.78490591
COc1c[c]ccc1NC1=N[C](Nc2ccc(F)cc2C(N)=O)c2cc[nH]c2[N]1.[CH2].[CH2].[CH2].[CH2][N]C(C)C.[N],5.78564358
COc1cc2ncn(-c3cc(OCc4ccccc4[S@SP](C)(=O)=O)c([C][N])s3)c2cc1OC,-4.69340897
Fc1cccc(COc2ccc(N[C]3N=C[N]c4sc(-c5c[c]sc5)cc43)cc2Cl)c1.[CH2].[CH2][NH].[CH2][S@SP](C)(=O)=O,-5.49464846
[CH2][CH]c1ccc(Cl)c(Cl)c1.[C].[C]N[C]C.[O].[O][C]Nc1ccc2[nH]ncc2c1,-5.67196083
[CH2].[CH2].[CH2].[CH2].[CH2].[CH2].[CH2][O].[C]/C([CH2])=C(/[C][N])C(=S)NC([CH2])=O.[N],-6.76098871
NC(=O)c1cccc(Nc2nccc(Nc3cccc(F)c3)n2)c1,-8.37295055
COc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1OC,-8.00519943
Fc1ccc(Nc2nccc(-c3c(-c4ccc(C(F)(F)F)cc4)nn4ncccc34)n2)cc1F,3.25267267
C[CH]c1ccccc1Cl.NC(=O)c1sc(-n2cnc3ccc([O])cc32)cc1[O].[CH2].[CH2].[CH2].[CH2][N]C.[CH],-3.65216708
[CH2].[CH2]C.[NH]c1cccc(-n2ncc3c2[N]C=N[C]3N/N=C/c2ccncc2)c1,-7.16391325
c1ccc(-c2n[nH]cc2-c2ccnc(-c3ccc(OCCn4ccnc4)cc3)c2)nc1,-7.13796902
Cc1cc(O)cc(C)c1/C=C/c1cncc(C(=O)N(C)C)c1,-7.29445505
Cc1ccc(O)cc1Nc1ccnc2ccc([S@SP](C)(=O)=O)cc12,-6.37067604
Nc1nc(-c2ccc3c(c2)/C(=C/c2cc(Br)c(O)c(Br)c2)C(=O)N3)cs1,1.00041413
[CH2]C(C)(C)CO.[NH]C(=O)c1ccc2c(c1)/C(=N/Nc1ccc([S@SP](N)(=O)=O)cc1)C(=O)N2,-5.34336805
CN(C)C([O])=O.[CH2].[CH].[CH][CH2].[C].[C]c1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1.[NH],6.56635904
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c([C](C)[O])s3)c2cc1OC,-6.46340418
COc1ccc(C2=COC3=N[CH]N=C(N)[C]23)cc1,-6.0166707
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)N(C)C)s3)c2cc1OC,-2.17996287
CCn1c(-c2nonc2N)nc2[c]nccc21.[CH2]C.[O],-4.89319468
[CH2][CH]c1ccc(C(F)(F)F)cc1.[C].[C]N[C]C.[O].[O][C]Nc1cc(Cl)c2[nH]ncc2c1,4.89525175
[CH2].[CH2][NH].[CH2][S@SP](=O)(=O)c1ccccc1.[CH]/C=C(\[O])c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1.[C],1.79569137
C[CH]c1ccccc1Cl.[CH2].[CH2].[CH2].[CH2][N]C.[CH]COc1ccc2ncn(-c3cc([O])c(C(N)=O)s3)c2c1,-4.55166388
COc1c[c]ccc1NC1=N[C](Nc2cc(F)ccc2C(N)=O)c2cc[nH]c2[N]1.[CH2].[CH2].[CH2].[CH2].[CH2].[CH2]C.[CH].[N],3.08070254
COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,-8.67880917
COc1cc(NC2=N[CH]c3c(C)nc(-c4cccc(Oc5ccccc5)c4)n3[N]2)cc(OC)c1OC,4.46203375
CC(C)(O)C#CC1=C([N][C]c2nonc2N)[C]=CC(=O)[N]1.N[CH]c1ccccc1.[CH2].[CH2]C.[N],10.3366976
Cc1cc(O)cc(C)c1/C=C/c1cncc(C(=O)OC(C)(C)C)c1,-7.42577982
[CH2].[CH2].[CH2][S@SP](C)(=O)=O.[C].[NH].[N][C](C=S)c1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,-4.82720566
COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1,-7.52157831
CC(C)(O)C#CC1=C([N][C]c2nonc2N)[C]=CC(=O)[N]1.N[CH]c1ccccc1.[CH2].[CH2]C.[N],4.12922716
[CH2].[CH3].[C].[O][C]Nc1n[nH]c2cc(-c3ccc(F)cc3)ccc12,-8.94363594
Cc1cc(-c2ccco2)cc(C)c1/C=C/c1cncc(C2=N[N]N[N]2)c1,-7.85524845
Nc1ncc(-c2cccc([S@SP](N)(=O)=O)c2)c2scc(-c3ccc(F)c(Cl)c3)c12,-7.6227169
[CH2].[CH2].[CH2].[CH2][O].[CH]OC(=O)[N][CH2].[CH][CH2].[C].[C]c1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1.[NH],9.04249001
Nc1nonc1[C][N]c1[c]cc(F)cc1.[CH2]C.[N],-7.04741526
Nc1nc(-c2cccc(Cl)c2)c(-c2ccc3ncccc3n2)s1,-4.99082565
[CH2].[CH2].[CH2].[CH2].[CH2].[CH2].[CH3].[CH].[C]CNC(=O)c1ccc(-c2cc(C([NH])=O)ccc2C)cc1,-4.69251251
NC(=O)c1cc(-c2ccncc2)cc(-c2ccccc2)c1N,-1.30106962
COc1ccccc1-c1cc(/C=C2\C(=O)Nc3ncc(Br)cc32)cc(Br)c1O,-2.20597053
[CH2]c1cccc(F)c1.[O]c1ccc(N[C]2N=C[N]c3cc(-c4ccc[nH]4)sc32)cc1Cl,-7.70904779
[CH2].[CH2].[CH2][S@SP](C)(=O)=O.[C]/C=C\[C]([O])c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(C(F)(F)F)c3)c2c1.[NH],-4.0171113
Cc1cc(-c2ccccn2)cc(C)c1/C=C/c1cncc(C2=N[N]N[N]2)c1,-7.4005332
[CH2].[CH2].[CH2]N(C)C.[CH2]c1cc(-c2[nH]c(-c3ccc([O])cc3)nc2-c2ccncc2)ccc1/[C]=N/O,3.97396135
[CH2].[CH2]Oc1cc(Nc2nccc(-c3c(-c4ccc(OC)cc4)nn4ncccc34)n2)ccc1[O],3.1691885
CC(C)(O)C#Cc1ncc([O])[c]c1[N][C]c1nonc1N.[CH2].[CH2].[CH2].[CH2].[CH2]C.[CH].[NH].[N],3.97848272
[CH2].[CH]OC(=O)N(C)C.[CH][CH2].[C].[C]c1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1.[NH],4.21662712
CNCCNC(=O)c1[c]c([N][C]c2nonc2N)cnc1.[CH2]C.[N],-4.81692696
COc1cc2ncn(-c3c[c]c(C(N)=O)s3)c2cc1OC.C[CH]c1ccccc1Cl.[O],-6.11011076
C=N[S@SP](=O)(=O)c1ccc(-c2cc(-c3ccc(F)cc3)cc(C(=O)NC)c2N)cc1.[CH2].[CH2].[CH2],1.82351971
[CH2]c1cccc(F)c1.[O]c1ccc(N[C]2N=C[N]c3sc(-c4cccs4)cc32)cc1Cl,-6.76978922
COc1cc[c]cc1Nc1ncc(-c2ccccc2Cl)o1.[CH2]C.[O].[O].[S],-6.78406572
Cc1c2ccc(N(C)c3ccnc(Nc4cccc([S@SP](N)(=O)=O)c4)n3)cc2nn1C,-5.75146484
COc1cccc(-n2ncc3c2[N]C=N[C]3N/N=C/c2ccc(C(=O)NCCN(C)C)cc2)c1,-5.13797283
Cn1c(-c2nonc2N)nc2cnccc21,-5.83710194
[CH2].[CH2]Oc1cc(Nc2nccc(-c3c(-c4ccc(C(F)(F)F)cc4)nn4nc(C)ccc34)n2)ccc1[O],10.8789673
COc1cc(Cl)c([O])cc1NC1=N[C](Nc2cccc(F)c2C(N)=O)c2cc[nH]c2[N]1.[CH2].[CH2].[CH2].[CH2].[CH2].[CH2]C.[CH].[N],1.4425323
O=C(Nc1ccc(Oc2ccc3n[c][nH]c3c2)cc1)Nc1cc(C(F)(F)F)ccc1F.[CH2].[CH2].[CH2].[CH2].[CH2].[CH2].[CH2].[CH3].[NH].[N].[N],-2.07899261
COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,-4.19224834
[CH2].[CH2].[CH2][S@SP](C)(=O)=O.[C]/C=C\[C]([O])c1ccc2ncnc(Nc3ccc(OCc4cccc(C(F)(F)F)c4)cc3)c2c1.[NH],-7.66796112
COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1,-2.21388173
C[S@SP](=O)(=O)Nc1ccc(-c2cc(-c3ccccc3)cc(C(N)=O)c2N)cc1,-5.7843585
[CH2].[CH2].[CH2].[CH2].[N]CCCNc1nccc(-c2cnn3ncccc23)n1.[O],-9.01002407
[CH2].[CH2].[CH2].[CH2][N].[CH3].[CH].[CH][N]/C(=[C]/c1ccnc(NCCO)n1)c1ccc(F)cc1.[N],5.90516758
Fc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,-6.437181
COc1ccc(-c2cc3c(N)ncnc3o2)cc1,-7.97502184
CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,-3.03010416
N[S@SP](=O)(=O)c1ccc(Nc2ncc(-c3ccccc3)o2)cc1,-6.9317174
COc1cc2ncn(-c3c[c]c(C(N)=O)s3)c2cc1OC.C[CH]c1ccccc1Cl.[O],-5.07247543
Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCc4ccc(Cl)cc4)cc3)c2)o1,-5.24723959
N[S@SP](=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4ncccc4c32)cc1,-7.15456629
[CH2]c1ccc(Cl)cc1.[NH].[c]1nccc(-c2cnn3ncccc23)n1,-6.22453356
O=C(Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccco4)nc3c2)cc1)Nc1cc(C(F)(F)F)ccc1F,11.4322615
[CH2].[CH2]Oc1cc(Nc2nccc(-c3cnn4ncccc34)n2)ccc1[O],-4.68297577
[CH2].[CH2].[CH2].[CH2].[CH2].[CH2]C.[CH].[N].[O][C]Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12,-5.42871475
N[S@SP](=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCCn4ccnc4)cc32)cc1,-9.39517689
[CH2].[CH2].[CH2].[CH2].[CH]c1nc(-c2c[c]c(/C([CH2])=N/O)cc2)c(-c2ccncc2)[nH]1.[H]N=C,5.44311714
Clc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1,1.07738483
[CH2].[CH2].[C][N][C](/C(=N/[CH2])c1cc[c]c(O[CH2])c1)c1ccccn1.[O],-3.66840625
COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1OC,-5.89548063
[CH2].[CH2]Oc1cc(Nc2nccc(-c3c(-c4ccc(C(F)(F)F)cc4)nn4ncccc34)n2)ccc1[O],18.1268253
COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc([S@SP](C)(=O)=O)cc4C)n3C)ccc2c1,6.81713772
COc1cc(C)c(NC(=O)CN(C)C)cc1NC1=N[C](Nc2cccc(F)c2C(N)=O)c2cc[nH]c2[N]1,-1.64537227
[CH2]C.[CH2][N]CC.[c]1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,-4.8850894
[CH2].[CH2].[CH2]N(C)C.[CH2]c1cc(-c2cc(-c3ccc([O])cc3)oc2-c2ccncc2)ccc1/[C]=N/O,3.32651639
[CH2].[CH2].[CH2]N=C.[CH2][S]=O.[CH]/C=C(\[O])c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1.[C],1.19280267
N[S@SP](=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Cl)cc32)cc1,-8.65526295
COc1cc2ncn(-c3cc(OCc4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,-6.79831696
Oc1cc(-c2nc(-c3cc[c]cc3)[nH]c2-c2ccncc2)ccc1Cl.[CH2]N,0.627372384
NC(=O)c1sc(-n2cnc3ccc(C(F)(F)F)cc32)cc1OCc1ccccc1Br,-6.7744379
[CH2].[CH2].[CH2].[CH2][O].[CH3].[C]CNC(=O)c1ccc(-c2cc(NC(=O)c3ccnc([N][CH2])c3)ccc2C)cc1,-0.235498846
CC(C)(O)C#Cc1nc(C[N])c[c]c1[N][C]c1nonc1N.[CH2].[CH2].[CH2].[CH2].[CH2]C.[N],9.90970707
NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1Br,-6.56517601
[O][C](c1ccc2c(c1)/C(=C/c1cc(Cl)c(O)c(Cl)c1)C(=O)N2)c1ccco1,-10.0182743
CNCCOc1c[c]c([N][C]c2nonc2N)c(C#CC(C)(C)O)n1.[CH2]C.[N],-3.0353682
Cc1ccc(C([NH])=O)cc1-c1ccc2[nH]ncc2c1.[CH2].[CH3].[C],-7.82498741
[CH2].[CH2].[CH2].[CH2].[CH2]CNC(=O)Nc1ccc(N(C)c2ccnc(Nc3ccc(C[S@SP](C)(=O)=O)cc3)n2)cc1.[N].[O],11.8044844
COc1ccc(-c2ccncc2)cc1C(N)=O,-7.42488909
Nc1nc(-c2ccccn2)c(-c2ccc3ncccc3n2)s1,-5.20737886
CNC(=O)c1cncc(/C=C/c2ccccc2Cl)c1,-9.11011887
COc1cc(/C=N/N[C]2N=C[N]c3[nH]ncc32)ccc1O,-8.05224037
Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1,-4.95604467
c1ccc(Oc2ccc(Nc3ncc(-c4ccccc4)o3)cc2)cc1,-9.24846935
[CH2].[CH3].[C]CNC(=O)c1ccc(-c2cc(C(=O)NC(C)C)ccc2C)cc1,-9.91647911
COc1ccc([S]=O)cc1Nc1ncc(-c2cccc([C](C)[O])c2)o1.[CH2]C.[O],-8.00788021
C[CH]c1ccccc1Cl.NC(=O)c1sc(-n2cnc3ccc([O])cc32)cc1[O].O[CH]CO.[CH2],-8.71815968
[CH2].[CH2][NH].[CH2][S@SP](C)(=O)=O.[c]1coc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)c1,-6.04827118
Cc1nnc(-c2ccc(C)c(-c3ccc(C([NH])=O)cc3)c2)o1.[CH2]c1ccc(OC)cc1,-5.54081488
CC(C)(O)C#Cc1n[c]c[c]c1[N]C(=[N])c1nonc1N.NC[CH]c1ccccc1.[CH2]C.[O],9.82107449
COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1,-0.480224848
[CH2].[CH3].[C]C(=O)Nc1n[nH]c2cc(-c3cccc([S@SP](N)(=O)=O)c3)ccc12,-10.496973
O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1cc(Cl)c(O)c(Cl)c1,-5.64598894
CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc([S@SP](N)(=O)=O)c2)n1,19.1917038
COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc(S(C)=O)cc4C)n3C)ccc2c1,6.99356508
COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC,3.73998213
C[S@SP](=O)(=O)Nc1cccc(-c2ccc3c(N[C][O])n[nH]c3c2)c1.[CH2].[CH3].[C],-9.45644093
CC(C)[N].[CH2].[CH2].[CH2].[CH2][N]c1ccc(NC2=N[C](Nc3cccc4ncccc34)c3cc[nH]c3[N]2)c(OC)c1,11.1135798
COc1ccc2ncn(-c3c[c]c(C(N)=O)s3)c2c1.C[CH]c1ccccc1Cl.[O],-5.19883966
[CH2].[CH2].[CH2]c1cc(OC)c(NC2=N[C](Nc3cccnc3C(=O)NC)c3cc[nH]c3[N]2)cc1[N]C(=O)CN(C)C,9.05087566
O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1ccc(Cl)c(C(=O)O)c1,-6.79070854
